
30 04 2024 19 07 37
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2513
30 04 2024 19 07 40
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2334
30 04 2024 19 07 43
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,8,1,
STFCS Results,null,0,
Runtime: 2294
30 04 2024 19 07 47
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2426
30 04 2024 19 07 50
,First Failure Found,Amount of Failures Found,
Random Test Results,2,1,
Search Based Results,9,1,
STFCS Results,5,2,
Runtime: 2491
30 04 2024 19 07 53
,First Failure Found,Amount of Failures Found,
Random Test Results,2,1,
Search Based Results,10,1,
STFCS Results,null,0,
Runtime: 2391
30 04 2024 19 07 56
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,6,1,
STFCS Results,null,0,
Runtime: 2328
30 04 2024 19 07 59
,First Failure Found,Amount of Failures Found,
Random Test Results,2,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2395
30 04 2024 19 08 02
,First Failure Found,Amount of Failures Found,
Random Test Results,6,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2410
30 04 2024 19 08 06
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,2,1,
Runtime: 2502
30 04 2024 19 08 09
,First Failure Found,Amount of Failures Found,
Random Test Results,2,1,
Search Based Results,9,1,
STFCS Results,null,0,
Runtime: 2461
30 04 2024 19 08 12
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,4,1,
Runtime: 2388
30 04 2024 19 08 15
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,9,1,
STFCS Results,6,1,
Runtime: 2303
30 04 2024 19 08 18
,First Failure Found,Amount of Failures Found,
Random Test Results,2,1,
Search Based Results,9,1,
STFCS Results,6,1,
Runtime: 2443
30 04 2024 19 08 21
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,null,0,
STFCS Results,7,1,
Runtime: 2359
30 04 2024 19 08 24
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2440
30 04 2024 19 08 27
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,4,1,
STFCS Results,5,1,
Runtime: 2405
30 04 2024 19 08 30
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,9,1,
Runtime: 2326
30 04 2024 19 08 33
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2447
30 04 2024 19 08 36
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2308
30 04 2024 19 08 39
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2391
30 04 2024 19 08 42
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2299
30 04 2024 19 08 46
,First Failure Found,Amount of Failures Found,
Random Test Results,1,1,
Search Based Results,null,0,
STFCS Results,2,1,
Runtime: 2311
30 04 2024 19 08 49
,First Failure Found,Amount of Failures Found,
Random Test Results,10,1,
Search Based Results,1,1,
STFCS Results,null,0,
Runtime: 2339
30 04 2024 19 08 52
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2327
30 04 2024 19 08 55
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2424
30 04 2024 19 08 59
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2438
30 04 2024 19 09 02
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,null,0,
STFCS Results,10,1,
Runtime: 2305
30 04 2024 19 09 05
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2363
30 04 2024 19 09 08
,First Failure Found,Amount of Failures Found,
Random Test Results,6,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2286
