
30 04 2024 19 14 49
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3046
30 04 2024 19 14 53
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3121
30 04 2024 19 14 57
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,5,1,
STFCS Results,3,1,
Runtime: 3014
30 04 2024 19 15 01
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,null,0,
STFCS Results,6,1,
Runtime: 3159
30 04 2024 19 15 05
,First Failure Found,Amount of Failures Found,
Random Test Results,6,1,
Search Based Results,3,1,
STFCS Results,null,0,
Runtime: 2866
30 04 2024 19 15 09
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,7,1,
STFCS Results,null,0,
Runtime: 3014
30 04 2024 19 15 13
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3184
30 04 2024 19 15 16
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,6,1,
STFCS Results,null,0,
Runtime: 3071
30 04 2024 19 15 21
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3060
30 04 2024 19 15 47
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,10,1,
STFCS Results,null,0,
Runtime: 3264
30 04 2024 19 15 51
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3066
30 04 2024 19 15 55
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,4,1,
STFCS Results,null,0,
Runtime: 3306
30 04 2024 19 15 59
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2974
30 04 2024 19 16 03
,First Failure Found,Amount of Failures Found,
Random Test Results,3,1,
Search Based Results,null,0,
STFCS Results,3,1,
Runtime: 3084
30 04 2024 19 16 07
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3087
30 04 2024 19 16 11
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,null,0,
STFCS Results,1,1,
Runtime: 3174
30 04 2024 19 16 15
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3022
30 04 2024 19 16 19
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,1,1,
STFCS Results,null,0,
Runtime: 2864
30 04 2024 19 16 23
,First Failure Found,Amount of Failures Found,
Random Test Results,3,1,
Search Based Results,null,0,
STFCS Results,3,1,
Runtime: 3047
30 04 2024 19 16 27
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,4,1,
STFCS Results,null,0,
Runtime: 3078
30 04 2024 19 16 31
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3134
30 04 2024 19 16 35
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3246
30 04 2024 19 16 38
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,9,2,
STFCS Results,null,0,
Runtime: 2993
30 04 2024 19 16 43
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3408
30 04 2024 19 16 46
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3055
30 04 2024 19 16 50
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,10,1,
STFCS Results,null,0,
Runtime: 3065
30 04 2024 19 16 54
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3069
30 04 2024 19 16 58
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,null,0,
STFCS Results,1,1,
Runtime: 3111
30 04 2024 19 17 02
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3226
30 04 2024 19 17 06
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3098
