
30 04 2024 19 31 36
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3192
30 04 2024 19 31 40
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,7,1,
STFCS Results,null,0,
Runtime: 3259
30 04 2024 19 31 44
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,7,1,
Runtime: 3337
30 04 2024 19 31 48
,First Failure Found,Amount of Failures Found,
Random Test Results,6,1,
Search Based Results,6,1,
STFCS Results,3,1,
Runtime: 3249
30 04 2024 19 31 53
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,4,1,
STFCS Results,null,0,
Runtime: 3492
30 04 2024 19 31 57
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3448
30 04 2024 19 32 01
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3236
30 04 2024 19 32 06
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3403
30 04 2024 19 32 10
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3122
30 04 2024 19 32 14
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,8,1,
Runtime: 3112
30 04 2024 19 32 18
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3295
30 04 2024 19 32 23
,First Failure Found,Amount of Failures Found,
Random Test Results,9,1,
Search Based Results,2,1,
STFCS Results,6,2,
Runtime: 3178
30 04 2024 19 32 27
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,6,2,
Runtime: 3137
30 04 2024 19 32 31
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,2,1,
STFCS Results,null,0,
Runtime: 3320
30 04 2024 19 32 35
,First Failure Found,Amount of Failures Found,
Random Test Results,10,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2989
30 04 2024 19 32 39
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,5,2,
Runtime: 3204
30 04 2024 19 32 43
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,6,1,
STFCS Results,5,1,
Runtime: 2965
30 04 2024 19 32 47
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,5,2,
STFCS Results,null,0,
Runtime: 3112
30 04 2024 19 32 51
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,7,1,
STFCS Results,3,1,
Runtime: 3157
30 04 2024 19 32 55
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,1,1,
Runtime: 3043
30 04 2024 19 33 00
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,6,1,
STFCS Results,null,0,
Runtime: 3524
30 04 2024 21 19 31
,First Failure Found,Amount of Failures Found,
Random Test Results,4,2,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2743
30 04 2024 21 19 35
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,3,2,
STFCS Results,null,0,
Runtime: 3008
30 04 2024 21 19 39
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2860
30 04 2024 21 19 42
,First Failure Found,Amount of Failures Found,
Random Test Results,2,3,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2978
30 04 2024 21 19 46
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2753
30 04 2024 21 19 49
,First Failure Found,Amount of Failures Found,
Random Test Results,5,1,
Search Based Results,10,1,
STFCS Results,null,0,
Runtime: 2790
30 04 2024 21 19 53
,First Failure Found,Amount of Failures Found,
Random Test Results,3,1,
Search Based Results,1,2,
STFCS Results,7,1,
Runtime: 2943
30 04 2024 21 19 57
,First Failure Found,Amount of Failures Found,
Random Test Results,1,1,
Search Based Results,null,0,
STFCS Results,10,1,
Runtime: 2810
30 04 2024 21 20 01
,First Failure Found,Amount of Failures Found,
Random Test Results,2,1,
Search Based Results,null,0,
STFCS Results,2,1,
Runtime: 2938
