
30 04 2024 20 43 23
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2548
30 04 2024 20 43 27
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,3,2,
Runtime: 2489
30 04 2024 20 43 30
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,null,0,
STFCS Results,5,1,
Runtime: 2800
30 04 2024 20 43 33
,First Failure Found,Amount of Failures Found,
Random Test Results,6,2,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2425
30 04 2024 20 43 37
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,5,1,
STFCS Results,null,0,
Runtime: 2467
30 04 2024 20 43 40
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,4,1,
STFCS Results,8,1,
Runtime: 2406
30 04 2024 20 43 43
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,7,1,
Runtime: 2649
30 04 2024 20 43 47
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2568
30 04 2024 20 43 50
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,3,1,
STFCS Results,1,2,
Runtime: 2678
30 04 2024 20 43 54
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,9,1,
STFCS Results,null,0,
Runtime: 2602
30 04 2024 20 43 57
,First Failure Found,Amount of Failures Found,
Random Test Results,3,1,
Search Based Results,null,0,
STFCS Results,1,1,
Runtime: 2547
30 04 2024 20 44 00
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2553
30 04 2024 20 44 04
,First Failure Found,Amount of Failures Found,
Random Test Results,3,1,
Search Based Results,null,0,
STFCS Results,3,1,
Runtime: 2670
30 04 2024 20 44 07
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,10,1,
STFCS Results,null,0,
Runtime: 2553
30 04 2024 20 44 11
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2521
30 04 2024 20 44 14
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,6,1,
Runtime: 2496
30 04 2024 20 44 18
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,4,1,
Runtime: 2594
30 04 2024 20 44 21
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,3,3,
Runtime: 2555
30 04 2024 20 44 24
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2620
30 04 2024 20 44 27
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2584
30 04 2024 20 44 31
,First Failure Found,Amount of Failures Found,
Random Test Results,5,1,
Search Based Results,7,1,
STFCS Results,null,0,
Runtime: 2455
30 04 2024 20 44 34
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2618
30 04 2024 20 44 37
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,9,1,
Runtime: 2657
30 04 2024 20 44 41
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,4,1,
STFCS Results,7,1,
Runtime: 2433
30 04 2024 20 44 44
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,null,0,
STFCS Results,6,1,
Runtime: 2518
30 04 2024 20 44 48
,First Failure Found,Amount of Failures Found,
Random Test Results,2,1,
Search Based Results,8,1,
STFCS Results,5,2,
Runtime: 2565
30 04 2024 20 44 51
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,2,3,
Runtime: 2624
30 04 2024 20 44 55
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2845
30 04 2024 20 44 58
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,4,1,
STFCS Results,6,1,
Runtime: 2535
30 04 2024 20 45 02
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,6,2,
STFCS Results,10,1,
Runtime: 2576
