
30 04 2024 20 38 20
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,4,2,
Runtime: 2180
30 04 2024 20 38 23
,First Failure Found,Amount of Failures Found,
Random Test Results,5,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2307
30 04 2024 20 38 27
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,6,1,
STFCS Results,1,1,
Runtime: 2346
30 04 2024 20 38 29
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,9,1,
Runtime: 2223
30 04 2024 20 38 33
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,4,1,
Runtime: 2283
30 04 2024 20 38 36
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,9,1,
STFCS Results,null,0,
Runtime: 2235
30 04 2024 20 38 39
,First Failure Found,Amount of Failures Found,
Random Test Results,6,1,
Search Based Results,8,1,
STFCS Results,10,1,
Runtime: 2206
30 04 2024 20 38 44
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,null,0,
STFCS Results,2,1,
Runtime: 2258
30 04 2024 20 38 47
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2140
30 04 2024 20 38 49
,First Failure Found,Amount of Failures Found,
Random Test Results,2,2,
Search Based Results,null,0,
STFCS Results,7,1,
Runtime: 2175
30 04 2024 20 38 53
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,8,1,
Runtime: 2227
30 04 2024 20 38 56
,First Failure Found,Amount of Failures Found,
Random Test Results,9,1,
Search Based Results,null,0,
STFCS Results,5,1,
Runtime: 2202
30 04 2024 20 38 59
,First Failure Found,Amount of Failures Found,
Random Test Results,9,1,
Search Based Results,7,1,
STFCS Results,null,0,
Runtime: 2235
30 04 2024 20 39 02
,First Failure Found,Amount of Failures Found,
Random Test Results,4,2,
Search Based Results,null,0,
STFCS Results,5,2,
Runtime: 2125
30 04 2024 20 39 05
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,2,1,
STFCS Results,5,1,
Runtime: 2178
30 04 2024 20 39 08
,First Failure Found,Amount of Failures Found,
Random Test Results,10,1,
Search Based Results,null,0,
STFCS Results,2,2,
Runtime: 2175
30 04 2024 20 39 11
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,4,1,
STFCS Results,null,0,
Runtime: 2178
30 04 2024 20 39 14
,First Failure Found,Amount of Failures Found,
Random Test Results,9,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2274
30 04 2024 20 39 17
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,9,1,
Runtime: 2456
30 04 2024 20 39 20
,First Failure Found,Amount of Failures Found,
Random Test Results,5,1,
Search Based Results,2,1,
STFCS Results,10,1,
Runtime: 2222
30 04 2024 20 39 23
,First Failure Found,Amount of Failures Found,
Random Test Results,9,1,
Search Based Results,null,0,
STFCS Results,10,1,
Runtime: 2260
30 04 2024 20 39 26
,First Failure Found,Amount of Failures Found,
Random Test Results,5,1,
Search Based Results,null,0,
STFCS Results,4,1,
Runtime: 2221
30 04 2024 20 39 30
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2293
30 04 2024 20 39 33
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2197
30 04 2024 20 39 36
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,4,1,
Runtime: 2253
30 04 2024 20 39 39
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2301
30 04 2024 20 39 42
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,1,3,
STFCS Results,null,0,
Runtime: 2277
30 04 2024 20 39 45
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,null,0,
STFCS Results,2,2,
Runtime: 2353
30 04 2024 20 39 48
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2297
30 04 2024 20 39 51
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,null,0,
STFCS Results,4,2,
Runtime: 2380
