
30 04 2024 19 19 21
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,2,2,
STFCS Results,null,0,
Runtime: 2366
30 04 2024 19 19 25
,First Failure Found,Amount of Failures Found,
Random Test Results,3,1,
Search Based Results,9,1,
STFCS Results,4,1,
Runtime: 2359
30 04 2024 19 19 28
,First Failure Found,Amount of Failures Found,
Random Test Results,7,2,
Search Based Results,1,2,
STFCS Results,8,1,
Runtime: 2511
30 04 2024 19 19 31
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2331
30 04 2024 19 19 34
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,6,3,
STFCS Results,null,0,
Runtime: 2390
30 04 2024 19 19 37
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,5,2,
STFCS Results,null,0,
Runtime: 2386
30 04 2024 19 19 40
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,3,1,
STFCS Results,8,1,
Runtime: 2392
30 04 2024 19 19 44
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2538
30 04 2024 19 19 47
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2687
30 04 2024 19 19 50
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,3,2,
Runtime: 2239
30 04 2024 19 19 54
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,2,1,
Runtime: 2399
30 04 2024 19 19 57
,First Failure Found,Amount of Failures Found,
Random Test Results,1,2,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2504
30 04 2024 19 20 01
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,6,1,
STFCS Results,null,0,
Runtime: 2434
30 04 2024 19 20 04
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2457
30 04 2024 19 20 08
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2413
30 04 2024 19 20 11
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,3,2,
STFCS Results,null,0,
Runtime: 2385
30 04 2024 19 20 14
,First Failure Found,Amount of Failures Found,
Random Test Results,5,1,
Search Based Results,null,0,
STFCS Results,3,1,
Runtime: 2372
30 04 2024 19 20 18
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2468
30 04 2024 19 20 21
,First Failure Found,Amount of Failures Found,
Random Test Results,9,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2450
30 04 2024 19 20 25
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,6,1,
Runtime: 2475
30 04 2024 19 20 28
,First Failure Found,Amount of Failures Found,
Random Test Results,5,2,
Search Based Results,null,0,
STFCS Results,6,1,
Runtime: 2558
30 04 2024 19 20 31
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,2,1,
STFCS Results,null,0,
Runtime: 2379
30 04 2024 19 20 35
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,5,2,
STFCS Results,2,1,
Runtime: 2291
30 04 2024 19 20 38
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2407
30 04 2024 19 20 42
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2360
30 04 2024 19 20 45
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,8,2,
STFCS Results,null,0,
Runtime: 2461
30 04 2024 19 20 49
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,1,3,
STFCS Results,null,0,
Runtime: 2355
30 04 2024 19 20 52
,First Failure Found,Amount of Failures Found,
Random Test Results,2,2,
Search Based Results,7,1,
STFCS Results,null,0,
Runtime: 2392
30 04 2024 19 20 56
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2397
30 04 2024 19 20 59
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,null,0,
STFCS Results,1,2,
Runtime: 2445
