
30 04 2024 16 17 07
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,10,1,
STFCS Results,null,0,
Runtime: 2388
30 04 2024 16 17 11
,First Failure Found,Amount of Failures Found,
Random Test Results,9,1,
Search Based Results,3,1,
STFCS Results,null,0,
Runtime: 2467
30 04 2024 16 17 14
,First Failure Found,Amount of Failures Found,
Random Test Results,3,2,
Search Based Results,8,1,
STFCS Results,3,2,
Runtime: 2322
30 04 2024 16 17 17
,First Failure Found,Amount of Failures Found,
Random Test Results,1,2,
Search Based Results,1,1,
STFCS Results,5,1,
Runtime: 2252
30 04 2024 16 17 20
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2279
30 04 2024 16 17 23
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,10,1,
Runtime: 2326
30 04 2024 16 17 26
,First Failure Found,Amount of Failures Found,
Random Test Results,1,1,
Search Based Results,null,0,
STFCS Results,6,1,
Runtime: 2185
30 04 2024 16 17 29
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2194
30 04 2024 16 17 32
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,6,1,
STFCS Results,null,0,
Runtime: 2396
30 04 2024 16 17 35
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2296
30 04 2024 16 17 38
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2299
30 04 2024 16 17 42
,First Failure Found,Amount of Failures Found,
Random Test Results,1,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2285
30 04 2024 16 17 45
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2272
30 04 2024 16 17 48
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,5,1,
STFCS Results,null,0,
Runtime: 2165
30 04 2024 16 17 51
,First Failure Found,Amount of Failures Found,
Random Test Results,2,1,
Search Based Results,7,1,
STFCS Results,9,1,
Runtime: 2175
30 04 2024 16 17 54
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2167
30 04 2024 16 17 57
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2412
30 04 2024 16 18 00
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2240
30 04 2024 16 18 03
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2296
30 04 2024 16 18 07
,First Failure Found,Amount of Failures Found,
Random Test Results,5,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2331
30 04 2024 16 18 09
,First Failure Found,Amount of Failures Found,
Random Test Results,1,2,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2207
30 04 2024 16 18 13
,First Failure Found,Amount of Failures Found,
Random Test Results,1,3,
Search Based Results,4,1,
STFCS Results,1,2,
Runtime: 2442
30 04 2024 16 18 16
,First Failure Found,Amount of Failures Found,
Random Test Results,10,1,
Search Based Results,7,1,
STFCS Results,6,2,
Runtime: 2323
30 04 2024 16 18 19
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,1,1,
STFCS Results,3,1,
Runtime: 2239
30 04 2024 16 18 22
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2295
30 04 2024 16 18 25
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,10,1,
STFCS Results,7,1,
Runtime: 2271
30 04 2024 16 18 28
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,2,2,
STFCS Results,1,1,
Runtime: 2319
30 04 2024 16 18 31
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,1,1,
STFCS Results,null,0,
Runtime: 2327
30 04 2024 16 18 34
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,6,1,
STFCS Results,null,0,
Runtime: 2321
30 04 2024 16 18 37
,First Failure Found,Amount of Failures Found,
Random Test Results,1,2,
Search Based Results,3,1,
STFCS Results,9,1,
Runtime: 2273
