
30 04 2024 20 51 32
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3374
30 04 2024 20 51 36
,First Failure Found,Amount of Failures Found,
Random Test Results,9,1,
Search Based Results,1,2,
STFCS Results,2,1,
Runtime: 3070
30 04 2024 20 51 40
,First Failure Found,Amount of Failures Found,
Random Test Results,6,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3308
30 04 2024 20 51 44
,First Failure Found,Amount of Failures Found,
Random Test Results,6,1,
Search Based Results,2,1,
STFCS Results,null,0,
Runtime: 3376
30 04 2024 20 51 48
,First Failure Found,Amount of Failures Found,
Random Test Results,6,3,
Search Based Results,null,0,
STFCS Results,6,1,
Runtime: 2916
30 04 2024 20 51 52
,First Failure Found,Amount of Failures Found,
Random Test Results,3,1,
Search Based Results,1,3,
STFCS Results,null,0,
Runtime: 3216
30 04 2024 20 51 56
,First Failure Found,Amount of Failures Found,
Random Test Results,2,2,
Search Based Results,null,0,
STFCS Results,9,2,
Runtime: 3097
30 04 2024 20 51 59
,First Failure Found,Amount of Failures Found,
Random Test Results,5,1,
Search Based Results,4,1,
STFCS Results,4,3,
Runtime: 3061
30 04 2024 20 52 03
,First Failure Found,Amount of Failures Found,
Random Test Results,4,2,
Search Based Results,3,1,
STFCS Results,null,0,
Runtime: 3262
30 04 2024 20 52 07
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,6,2,
STFCS Results,1,2,
Runtime: 3055
30 04 2024 20 52 11
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,10,1,
STFCS Results,5,2,
Runtime: 3354
30 04 2024 20 52 15
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,9,1,
STFCS Results,3,1,
Runtime: 3238
30 04 2024 20 53 19
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,2,2,
STFCS Results,3,2,
Runtime: 3252
30 04 2024 20 53 23
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,null,0,
STFCS Results,10,1,
Runtime: 2986
30 04 2024 20 53 27
,First Failure Found,Amount of Failures Found,
Random Test Results,3,1,
Search Based Results,6,1,
STFCS Results,5,1,
Runtime: 3276
30 04 2024 20 53 31
,First Failure Found,Amount of Failures Found,
Random Test Results,6,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3241
30 04 2024 20 53 35
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,6,2,
STFCS Results,3,1,
Runtime: 3298
30 04 2024 20 53 40
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,6,3,
STFCS Results,10,1,
Runtime: 3321
30 04 2024 20 53 43
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,1,1,
STFCS Results,null,0,
Runtime: 3149
30 04 2024 20 53 47
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3112
30 04 2024 20 53 51
,First Failure Found,Amount of Failures Found,
Random Test Results,3,1,
Search Based Results,null,0,
STFCS Results,9,1,
Runtime: 3220
30 04 2024 20 53 55
,First Failure Found,Amount of Failures Found,
Random Test Results,5,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3070
30 04 2024 20 53 59
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,10,1,
Runtime: 3159
30 04 2024 20 54 04
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,1,1,
STFCS Results,null,0,
Runtime: 3343
30 04 2024 20 54 08
,First Failure Found,Amount of Failures Found,
Random Test Results,2,2,
Search Based Results,3,2,
STFCS Results,null,0,
Runtime: 3041
30 04 2024 20 54 11
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,5,1,
Runtime: 3172
30 04 2024 20 54 15
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,8,1,
Runtime: 3437
30 04 2024 20 54 20
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,9,1,
STFCS Results,null,0,
Runtime: 3283
30 04 2024 20 54 23
,First Failure Found,Amount of Failures Found,
Random Test Results,7,1,
Search Based Results,null,0,
STFCS Results,9,1,
Runtime: 3105
30 04 2024 20 54 27
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,5,2,
STFCS Results,5,2,
Runtime: 3115
