
30 04 2024 19 11 10
,First Failure Found,Amount of Failures Found,
Random Test Results,9,1,
Search Based Results,6,1,
STFCS Results,1,2,
Runtime: 2831
30 04 2024 19 11 14
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,4,1,
STFCS Results,null,0,
Runtime: 2829
30 04 2024 19 11 18
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,7,1,
STFCS Results,null,0,
Runtime: 2894
30 04 2024 19 11 21
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,10,1,
STFCS Results,null,0,
Runtime: 2975
30 04 2024 19 11 25
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,null,0,
STFCS Results,4,1,
Runtime: 2871
30 04 2024 19 11 29
,First Failure Found,Amount of Failures Found,
Random Test Results,2,3,
Search Based Results,null,0,
STFCS Results,6,1,
Runtime: 2950
30 04 2024 19 11 33
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,4,1,
Runtime: 2896
30 04 2024 19 11 37
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3039
30 04 2024 19 11 41
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,3,1,
STFCS Results,4,1,
Runtime: 3118
30 04 2024 19 11 45
,First Failure Found,Amount of Failures Found,
Random Test Results,10,1,
Search Based Results,5,2,
STFCS Results,8,1,
Runtime: 3139
30 04 2024 19 11 49
,First Failure Found,Amount of Failures Found,
Random Test Results,5,1,
Search Based Results,4,1,
STFCS Results,null,0,
Runtime: 3031
30 04 2024 19 11 52
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,7,1,
Runtime: 3011
30 04 2024 19 11 56
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,7,1,
STFCS Results,10,1,
Runtime: 2875
30 04 2024 19 12 00
,First Failure Found,Amount of Failures Found,
Random Test Results,3,2,
Search Based Results,1,1,
STFCS Results,10,1,
Runtime: 2911
30 04 2024 19 12 04
,First Failure Found,Amount of Failures Found,
Random Test Results,9,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3070
30 04 2024 19 12 07
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2942
30 04 2024 19 12 11
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,1,1,
STFCS Results,4,1,
Runtime: 2974
30 04 2024 19 12 15
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,2,2,
STFCS Results,5,1,
Runtime: 2976
30 04 2024 19 12 19
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,3,1,
Runtime: 2878
30 04 2024 19 12 23
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,8,1,
STFCS Results,null,0,
Runtime: 3158
30 04 2024 19 12 27
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,2,2,
STFCS Results,10,1,
Runtime: 2989
30 04 2024 19 12 30
,First Failure Found,Amount of Failures Found,
Random Test Results,6,1,
Search Based Results,4,1,
STFCS Results,null,0,
Runtime: 2883
30 04 2024 19 12 34
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,5,1,
STFCS Results,2,1,
Runtime: 2912
30 04 2024 19 12 38
,First Failure Found,Amount of Failures Found,
Random Test Results,1,1,
Search Based Results,5,1,
STFCS Results,null,0,
Runtime: 2867
30 04 2024 19 12 41
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,4,2,
STFCS Results,6,1,
Runtime: 2806
30 04 2024 19 12 45
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,1,3,
Runtime: 2839
30 04 2024 19 12 49
,First Failure Found,Amount of Failures Found,
Random Test Results,1,2,
Search Based Results,null,0,
STFCS Results,7,1,
Runtime: 2791
30 04 2024 19 12 53
,First Failure Found,Amount of Failures Found,
Random Test Results,3,2,
Search Based Results,3,2,
STFCS Results,9,1,
Runtime: 3065
30 04 2024 19 12 57
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3056
30 04 2024 19 13 01
,First Failure Found,Amount of Failures Found,
Random Test Results,2,2,
Search Based Results,null,0,
STFCS Results,6,2,
Runtime: 2920
