
30 04 2024 20 48 50
,First Failure Found,Amount of Failures Found,
Random Test Results,1,1,
Search Based Results,1,1,
STFCS Results,null,0,
Runtime: 3115
30 04 2024 20 48 54
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3101
30 04 2024 20 48 58
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,6,1,
STFCS Results,null,0,
Runtime: 3263
30 04 2024 20 49 02
,First Failure Found,Amount of Failures Found,
Random Test Results,4,1,
Search Based Results,null,0,
STFCS Results,5,1,
Runtime: 3242
30 04 2024 20 49 06
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3011
30 04 2024 20 49 10
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,8,1,
Runtime: 3229
30 04 2024 20 49 14
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,5,2,
STFCS Results,null,0,
Runtime: 3221
30 04 2024 20 49 18
,First Failure Found,Amount of Failures Found,
Random Test Results,6,1,
Search Based Results,null,0,
STFCS Results,9,1,
Runtime: 3314
30 04 2024 20 49 22
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,5,2,
STFCS Results,null,0,
Runtime: 3307
30 04 2024 20 49 26
,First Failure Found,Amount of Failures Found,
Random Test Results,3,1,
Search Based Results,2,2,
STFCS Results,null,0,
Runtime: 3292
30 04 2024 20 49 30
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,2,1,
STFCS Results,4,1,
Runtime: 3381
30 04 2024 20 49 34
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,9,1,
STFCS Results,null,0,
Runtime: 3341
30 04 2024 20 49 38
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,8,1,
Runtime: 3151
30 04 2024 20 49 42
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,2,2,
STFCS Results,10,1,
Runtime: 3039
30 04 2024 20 49 45
,First Failure Found,Amount of Failures Found,
Random Test Results,1,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3124
30 04 2024 20 49 49
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3159
30 04 2024 20 49 53
,First Failure Found,Amount of Failures Found,
Random Test Results,3,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3077
30 04 2024 20 49 58
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3324
30 04 2024 20 50 02
,First Failure Found,Amount of Failures Found,
Random Test Results,10,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3225
30 04 2024 20 50 06
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,2,1,
Runtime: 2987
30 04 2024 20 50 10
,First Failure Found,Amount of Failures Found,
Random Test Results,6,1,
Search Based Results,1,1,
STFCS Results,null,0,
Runtime: 3308
30 04 2024 20 50 14
,First Failure Found,Amount of Failures Found,
Random Test Results,5,1,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 2971
30 04 2024 20 50 18
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,4,2,
Runtime: 3091
30 04 2024 20 50 22
,First Failure Found,Amount of Failures Found,
Random Test Results,3,1,
Search Based Results,null,0,
STFCS Results,2,1,
Runtime: 3105
30 04 2024 20 50 26
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,6,1,
Runtime: 3307
30 04 2024 20 50 30
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,null,0,
STFCS Results,5,2,
Runtime: 3179
30 04 2024 20 50 34
,First Failure Found,Amount of Failures Found,
Random Test Results,8,1,
Search Based Results,5,1,
STFCS Results,null,0,
Runtime: 3055
30 04 2024 20 50 38
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,9,1,
STFCS Results,5,1,
Runtime: 3328
30 04 2024 20 50 42
,First Failure Found,Amount of Failures Found,
Random Test Results,1,3,
Search Based Results,null,0,
STFCS Results,null,0,
Runtime: 3442
30 04 2024 20 50 46
,First Failure Found,Amount of Failures Found,
Random Test Results,null,0,
Search Based Results,10,1,
STFCS Results,1,2,
Runtime: 3315
