1,7124
1,8971
2,4528
2,5463
3,6698
3,8657
3,8665
4,3224
4,8376
5,1126
5,6159
5,7159
5,7787
5,9303
6,852
6,1393
7,1311
7,6259
8,2340
8,3696
8,5869
9,3885
9,7043
9,9675
10,636
12,4488
12,5096
12,7337
13,1216
13,2175
14,3568
15,4886
15,4891
15,7686
16,2739
16,6481
16,7864
16,8487
16,9020
18,613
18,1703
18,6583
18,6662
19,4696
20,251
20,989
20,3424
21,7883
22,7699
23,8188
24,4529
24,5162
25,2968
25,3531
26,4865
26,5668
27,9598
28,3379
28,9843
29,5566
30,978
30,3274
30,4444
30,8757
31,6926
32,6353
32,6455
34,3348
34,7896
35,574
35,9730
35,9770
36,6173
37,2365
37,4579
37,9585
37,9896
38,1783
38,8218
39,500
39,3886
39,5608
39,9551
40,5688
40,5902
41,2042
41,5857
42,2113
43,309
44,2194
44,4327
45,5705
45,7208
46,3811
46,6017
46,7261
47,5685
47,7338
47,8144
48,6819
49,1711
50,1449
50,2590
51,2558
51,4509
51,9036
52,3169
52,6160
54,579
54,6231
54,7300
55,6951
56,3162
57,2969
58,1018
58,2212
58,5005
59,1080
59,5047
60,790
60,4426
60,8696
61,389
61,7325
62,583
63,6435
63,9624
64,4636
65,6773
66,3484
66,4766
67,3209
67,3842
68,824
68,844
68,7440
69,1131
69,5179
71,3274
73,1551
74,1535
74,2747
74,6841
75,4641
76,734
76,875
76,4057
76,5794
77,6140
78,4171
79,3741
81,7462
83,2445
83,2474
83,8123
84,1611
84,1804
84,4070
84,5514
84,7075
85,9615
86,1399
86,2279
86,2867
87,847
87,1647
87,1665
87,2829
87,5953
88,2424
89,4275
89,6546
90,3660
90,4346
91,6622
91,8605
91,9556
92,2965
93,1937
93,4431
94,3240
94,6327
96,1852
96,8318
97,3268
97,4392
98,2109
98,2527
99,3282
100,1518
100,2767
100,3467
100,9230
101,3140
102,150
102,2492
103,2380
104,4967
104,7848
108,2270
108,3606
110,5112
110,5464
111,5353
111,6664
111,6805
113,1072
113,1635
113,2946
113,3024
114,5751
115,512
115,2236
115,2829
115,5054
115,5909
116,2670
116,3846
116,4234
116,4387
117,3911
117,5387
117,7962
119,3801
119,7852
120,2897
120,6249
121,5774
121,5872
121,5905
122,1512
122,2090
122,5930
123,2644
123,3148
123,3443
123,9214
124,2937
124,4146
125,2327
126,740
126,4072
126,5710
127,1604
127,5524
127,7785
128,7226
129,1745
130,8517
130,9864
131,2405
131,4963
131,5756
131,9403
132,3884
133,3933
133,4713
134,7512
135,216
135,2440
135,2775
135,6830
135,8808
137,5475
137,9291
138,1489
139,4429
139,4844
140,4399
140,5715
141,5959
142,2821
142,2948
142,4914
142,7102
142,8471
143,879
144,209
144,1745
144,3396
144,4529
144,5537
144,6276
145,1191
145,3006
145,6677
145,7657
147,5405
147,6103
147,9400
148,1735
149,4802
149,5159
151,2572
151,2904
153,458
155,7535
155,8407
156,2663
156,5791
156,7208
156,9363
157,5470
157,7936
158,2899
158,7285
158,8112
160,2691
160,4578
160,5970
161,1002
161,6042
161,9802
162,3582
162,5727
163,572
163,954
163,1717
163,3391
163,9431
164,5222
165,862
165,6354
166,8242
167,1038
167,2277
167,6161
169,3225
170,4221
173,2387
175,9575
176,529
176,2760
176,4992
177,1228
177,3513
177,5152
178,8433
178,9906
179,3630
179,6354
180,957
180,3327
180,3735
180,5278
181,2848
182,7191
182,9609
183,6938
184,4309
184,6189
185,9941
186,1083
187,934
187,4141
188,3198
189,8603
190,1319
190,5648
192,260
192,1140
192,1520
192,8367
193,4465
194,1983
195,564
195,3357
195,8452
195,9955
196,1047
196,9557
197,1431
197,3153
197,3976
197,4794
197,8141
198,5063
198,5601
200,4753
201,1083
201,6334
201,7472
202,4185
202,4403
202,5146
203,3328
204,6052
205,291
205,1051
205,5551
206,7564
206,8154
206,9307
207,492
207,2038
207,2468
208,281
208,1106
208,8501
208,9444
209,3033
209,6058
209,6161
209,7001
211,7631
211,7842
212,8937
213,631
213,800
213,826
213,1892
213,6583
214,3835
214,4032
215,597
215,5224
215,5854
216,3810
217,9423
218,4446
218,9077
221,3087
221,4592
221,8769
222,2099
222,8257
223,4263
224,5330
225,2088
225,4854
225,9177
226,1704
226,4644
227,4601
227,4997
228,8225
229,8101
229,9645
229,9830
230,927
230,6620
230,8830
231,1453
232,875
232,3473
232,9956
233,3468
233,7946
234,524
234,4247
234,4609
234,6384
234,8884
235,1973
235,3202
235,5002
236,3439
236,4809
236,5400
237,540
237,6789
237,9532
238,2625
239,2749
239,4825
239,7004
241,4932
242,1067
242,1917
242,4801
243,6091
243,6998
243,8213
244,9036
245,621
245,5563
246,2473
246,2556
246,7083
246,7232
246,9191
247,3564
247,6813
247,7667
248,2003
248,4305
248,8896
250,1333
250,3207
251,5492
252,3229
252,5555
253,8322
254,3795
254,7752
255,4014
255,4560
255,4683
255,5284
256,1352
256,7786
257,766
257,6808
258,8390
258,9140
259,5609
259,8210
261,2251
262,2062
262,3459
263,342
263,7315
264,665
264,6815
264,7085
266,1206
266,6650
266,8308
267,9649
269,3726
269,4464
269,9484
270,4438
271,9568
271,9916
272,376
272,4150
272,4326
273,6559
273,6735
274,2819
275,396
277,6771
277,6979
278,8503
278,9774
279,9300
280,5002
284,6865
285,1040
285,1127
285,4915
286,6574
286,8851
287,3077
287,6365
288,1581
288,2202
288,3509
288,7512
289,884
289,9882
290,8213
292,2509
292,2927
292,5784
292,7912
293,1284
293,1383
296,2665
296,7768
296,9300
297,7712
297,9420
298,5887
298,6461
298,7210
299,911
301,1026
301,2280
301,2882
301,4120
301,5890
301,6257
302,9876
303,4597
305,5205
305,6216
305,7002
307,2216
307,4286
307,5951
309,1739
309,4047
