1,12,77
1,35,48
2,18,77
2,19,52
3,18,94
3,21,75
3,23,37
3,37,73
3,56,75
3,64,66
3,65,100
4,9,59
4,9,83
4,10,67
5,30,87
5,36,57
5,51,54
5,59,64
5,82,91
6,7,51
6,16,19
6,35,68
7,16,63
7,20,61
7,65,77
8,18,74
8,43,73
9,60,87
9,71,83
9,72,83
9,77,98
10,12,63
10,12,64
10,34,99
10,51,87
10,54,77
11,18,83
12,17,44
12,25,83
12,29,97
12,35,36
12,39,68
12,62,89
12,76,87
13,14,17
13,42,79
14,21,53
15,36,46
15,53,56
16,70,83
16,71,84
17,39,84
18,44,76
18,50,86
18,55,94
19,28,70
19,46,47
19,94,98
20,57,74
20,61,93
21,83,100
22,29,60
22,30,92
22,38,69
22,40,82
23,45,64
24,44,93
24,52,54
25,49,54
26,30,80
26,35,78
26,53,79
29,48,89
29,50,89
29,60,65
29,83,90
31,95,99
34,59,83
36,55,76
36,89,96
37,54,82
38,56,72
39,77,85
40,73,81
41,48,51
41,59,71
41,96,98
42,58,60
43,68,85
44,80,94
45,74,94
47,56,59
50,77,88
51,54,58
51,63,100
51,67,78
52,59,96
52,64,98
55,64,82
64,67,87
