1,48,3120
1,3589,6096
1,6816,8765
2,2864,6985
2,3274,9266
2,3537,9728
3,4145,4848
3,5243,6062
4,2203,9560
5,19,4449
5,1377,8187
5,4944,9588
5,5922,8150
5,8480,9845
6,2750,3551
6,2796,3819
6,4531,5712
6,5419,8998
6,6010,7756
6,8749,8847
7,1979,2136
7,3900,3926
7,4514,5202
8,12,2502
8,377,5923
8,379,4611
8,2172,3407
8,2709,5081
9,2903,8420
10,2518,4743
10,4373,6172
10,4989,6339
10,5483,8001
10,7212,9933
11,1545,7684
11,1792,5741
11,2548,5980
12,1626,3857
12,2386,7960
13,803,1343
13,1054,2994
13,5160,7097
13,6499,7362
14,761,3935
14,2133,7247
14,2512,8721
14,2566,2883
14,2876,6927
14,5537,6186
15,1865,9566
15,2103,7802
15,5242,8795
15,5542,7279
15,6837,9826
16,192,3900
16,654,5688
16,1390,6702
16,4714,6704
16,5141,9506
16,6894,9406
17,1517,5981
17,5439,6238
17,5887,6051
17,7179,8732
18,7141,8414
19,24,7751
19,686,9228
19,1419,2176
19,2831,3461
19,4663,7584
19,5940,8112
20,4038,5166
21,764,4335
21,6087,7807
22,526,631
22,1856,8306
22,3279,5209
22,3536,4354
23,192,9379
23,4605,5695
23,4872,5586
24,1307,6512
24,3997,6668
24,5500,7103
24,8793,9182
25,3542,3579
25,9520,9767
26,173,3924
26,1044,6947
26,1378,6845
26,1986,8740
26,4542,9896
27,2922,3517
27,3003,5350
27,3265,6143
27,9506,9863
28,1615,8681
28,1687,6604
28,3015,3440
28,6434,7882
29,1913,7044
29,8530,9927
30,3264,9146
31,45,459
31,3828,7629
31,6022,7841
32,3697,5573
33,2832,3216
33,6013,9654
33,7332,9477
34,759,4510
34,1543,9488
34,4387,9395
34,4820,4940
34,5052,8013
34,7502,9234
35,393,8832
35,1863,2385
36,1924,1967
36,2337,9367
36,3259,9198
36,3289,6065
36,7741,9274
37,927,7818
37,2837,9056
38,1594,4505
38,2527,5286
38,3537,4021
38,6286,6584
38,8319,9896
39,693,1483
39,787,1148
39,1226,6403
39,1949,5006
39,2074,9297
39,2202,4413
39,3058,5191
40,1592,7120
40,5087,5178
41,464,2453
41,2153,8962
42,760,8867
43,3382,6544
44,1084,9447
44,2099,9497
44,5066,6222
44,7628,8311
44,7870,9228
45,1468,3980
45,1809,2474
45,1902,9680
45,4825,6924
45,5525,6134
45,6395,9484
45,6918,7392
45,6978,8018
46,7081,8022
47,1173,8482
47,3552,4345
47,3824,5911
47,6546,7836
47,6662,6815
48,2956,7699
48,3132,7009
49,3234,7263
49,4274,4568
50,1449,9592
50,6028,6890
51,3433,6755
51,8895,8915
52,2354,8273
52,3114,3936
53,1226,8847
53,1658,8773
53,1987,6565
53,4022,7200
53,6416,8095
53,7316,8332
53,7629,9284
54,191,7497
54,968,7537
54,2261,6016
54,2888,6405
55,1063,9074
55,4392,8212
55,4755,8148
55,7674,9306
56,124,8742
56,1185,8522
56,2314,6105
56,4895,7328
57,4248,5003
58,493,9860
59,1198,2329
59,2445,6276
59,6264,7043
60,1943,3516
60,3036,6869
61,659,6951
61,5109,7539
62,4229,7863
63,338,4227
63,4274,4327
63,4667,7784
63,5499,5541
64,1436,7208
64,3908,4187
64,4369,8255
65,1267,8828
65,1680,8320
65,3651,5460
66,2454,9477
67,1576,7565
67,2904,6996
68,6277,9572
69,544,5283
69,9073,9386
70,3537,6956
71,2052,5108
72,396,8618
72,2500,8133
72,3864,7121
74,1505,4384
74,1918,4740
76,1543,5851
76,4651,7417
77,1861,2249
77,3260,7274
77,4185,4962
78,7079,9074
79,1371,9083
79,1397,9847
79,2403,3396
79,5974,8793
79,6594,9110
79,8716,9388
80,1440,8888
80,2542,8094
80,4693,5571
80,9320,9798
81,789,7409
81,1123,6926
81,1179,9430
81,3145,6083
82,3820,8321
82,8730,9441
83,1848,2140
83,3661,7369
84,873,7197
84,5208,8021
85,1702,4104
85,2530,6606
85,3765,7503
85,5264,8064
85,6544,8480
86,6082,7326
86,6176,9717
86,6412,9787
87,7272,9293
88,921,6752
88,1411,7920
88,1464,3303
88,2476,8802
89,99,1340
89,990,6670
89,3201,7364
89,6139,7519
90,175,7756
90,867,8222
90,1690,3303
91,4219,6717
91,6108,8022
93,2199,4574
93,4523,6133
94,5123,8839
95,1948,2018
96,144,8508
96,1218,7051
96,4349,8652
97,3674,4517
98,7154,8369
98,7983,8412
99,292,2230
99,1162,7699
99,2487,7358
99,7698,9031
100,596,9882
100,1542,3081
100,1988,6617
100,2667,8500
100,6460,9532
101,1584,7110
101,2029,3580
101,3759,4643
102,561,8544
102,2766,2976
102,2768,9823
102,3282,8332
102,3687,8288
103,724,5150
103,6141,8295
104,1967,2722
104,1975,2010
104,2592,4905
105,134,4591
105,358,3615
105,5724,8651
106,196,9932
106,1387,1700
106,2806,3560
106,9556,9871
107,1149,8870
107,3938,7685
107,5812,9599
107,8045,9156
108,1309,2244
108,1404,3415
108,4791,9207
109,1143,6859
109,2362,4504
109,4303,9377
110,3862,5907
110,6794,7901
111,1290,6867
111,3510,4640
111,5131,7882
112,6894,9379
113,6004,7684
114,182,8807
114,526,6706
114,1400,9988
114,7186,9969
115,4189,6602
115,4956,7778
116,1029,3126
116,4397,9916
116,4909,9163
117,1039,5620
117,1980,5189
118,1563,9972
118,7120,9140
119,651,2002
119,1778,8409
119,6271,7397
120,824,8433
120,1688,3121
121,2536,9910
121,4099,7317
122,1995,4760
122,2321,3903
122,5412,7199
122,5518,9728
123,137,9793
123,1071,7874
123,6245,7045
124,7065,7822
126,180,9935
126,1785,2448
126,2071,2128
126,4086,7004
126,4884,8867
127,6128,7615
127,6345,7804
128,585,8612
128,864,6986
128,892,6087
128,2490,6720
128,2650,5842
129,3097,7204
129,5844,7467
130,2211,8599
130,5918,7491
131,2043,5747
132,430,4831
132,1637,8252
133,956,4380
133,2118,8464
133,3733,5480
134,2825,6534
134,3200,9680
134,5929,6665
134,7938,8354
135,4666,8883
135,6767,8062
136,562,3135
136,2763,3458
136,4095,6655
136,6669,9869
137,3223,8550
137,4782,5684
137,5738,8614
137,7292,7727
138,2250,6360
138,5325,8382
139,376,2041
140,3038,6793
140,4718,6365
140,4861,9229
141,695,4562
141,5281,9989
141,5653,6699
141,9219,9982
143,704,3914
143,4288,8971
144,1220,2331
144,1682,3485
144,1867,3890
144,2444,9818
144,3970,6010
144,5985,9685
144,7577,9427
145,727,6853
145,1024,2116
146,4310,9693
146,6376,9368
146,6941,8634
147,3900,9957
148,2288,2473
148,8244,8620
149,1063,8337
149,1078,3393
149,1149,8078
149,3096,4323
149,3781,6779
149,6110,6675
150,2164,5801
151,1151,1318
151,8546,9716
152,1693,3718
152,2365,5307
153,2420,7098
153,3095,6884
153,3229,5423
153,9123,9413
155,538,6669
155,1567,7906
155,2685,7576
156,1281,3026
157,347,3442
158,1038,7348
158,1100,5543
158,1649,7253
158,3290,3347
159,3629,4312
159,9438,9932
160,904,2103
160,2949,6984
160,3448,3991
160,9144,9988
161,1764,9950
161,2341,3099
163,2409,8688
163,4281,5304
164,1239,1538
164,1772,4737
164,4341,7028
165,250,3520
165,934,2974
165,1611,6574
165,3988,9332
165,8633,9519
165,9109,9514
166,4003,9626
166,4539,7041
166,5968,6626
166,7213,9184
166,7944,9630
167,560,5919
167,1992,4324
167,2213,5939
167,2935,8343
167,7015,8917
167,8893,9672
168,609,4901
168,8577,9827
169,405,2404
169,1610,3858
170,2456,6304
170,3303,9469
170,8121,9220
171,1981,5703
172,938,2379
172,1296,2191
172,1974,3378
172,2001,5169
172,3881,9875
173,1356,3526
173,4418,9933
173,4503,9830
173,7801,9267
174,1655,8259
174,5126,5137
174,6341,7982
175,628,1881
176,1490,3231
176,2793,7355
176,5016,6562
176,6555,9405
178,5165,7448
178,8457,9332
179,2548,6311
180,6514,7382
180,7982,8265
181,5385,6773
182,247,3561
182,759,1864
182,2607,9036
182,3217,4818
182,4234,5440
182,5918,8097
183,6517,7533
184,685,9652
184,1173,2865
184,1849,2981
184,2051,4417
184,3286,7735
184,5965,7280
184,6421,7365
185,2345,7874
185,2476,3320
185,2749,6528
185,4805,7853
187,861,3439
187,2219,6126
187,2287,4828
187,2798,9729
187,4992,5463
188,1148,6762
188,1325,2935
188,3470,5536
188,7580,7669
189,1028,6220
189,4513,5503
